0.1,-5.4772005,1.216977,57.802196,1.344828,56.18338
0.10730309405261562,-5.1676255,1.295341,44.85826,1.215828,45.355998
0.11513953993264472,-5.3048245,1.232241,46.77094,1.179434,48.552957
0.12354828882567469,-4.7927685,1.169698,34.49489,1.229821,32.040202
0.13257113655901093,-4.520999,1.249502,28.061613,1.234378,28.972447
0.14225293134853698,-4.442166,1.168959,25.951337,1.310369,27.892254
0.15264179671752334,-4.2153395,1.228543,22.398182,1.188532,22.49448
0.16378937069540642,-4.095381,1.198414,20.890181,1.203029,20.165335
0.1757510624854792,-3.92202,1.190997,17.576627,1.184276,18.43824
0.18858632787726495,-3.5610015,1.263687,15.709757,1.241397,13.909685
0.20235896477251572,-3.7427765,1.134745,15.017497,1.165328,15.780665
0.21713743029375185,-3.5820145,1.167508,14.033968,1.149267,13.711593
0.2329951810515372,-3.5167415,1.170248,13.446792,1.171152,13.352484
0.250011038261793,-3.4313975,1.112905,12.883212,1.156443,11.62694
0.2682695795279726,-3.3728045,1.115373,11.266654,1.119303,11.89059
0.2878615592354568,-3.1715765,1.139974,10.065016,1.120834,10.30626
0.3088843596477481,-3.1908995,1.11908,10.247759,1.105853,10.070302
0.33144247494664264,-3.067721,1.079783,9.130048,1.128269,9.380547
0.35564803062231287,-2.8188815,1.121225,8.100705,1.096474,7.55621
0.3816213407949356,-2.732416,1.093905,7.154392,1.105482,7.465125
0.40949150623804254,-2.710956,1.085482,6.991253,1.063099,7.076196
0.43939705607607904,-2.5110515,1.039625,5.979116,1.123705,6.348863
0.47148663634573934,-2.4569665,1.053187,5.683854,1.056325,5.900673
0.5059197488435825,-2.413261,1.035247,5.520643,1.052487,5.60014
0.5428675439323859,-2.1669895,1.040128,4.685039,1.048975,4.696739
0.5825136712468926,-2.0769915,1.028431,4.52694,1.026673,4.152176
0.6250551925273973,-1.6676265,1.007465,3.115621,1.017828,3.32178
0.6707035611184308,-1.5330415,1.009319,2.882423,1.001184,2.936079
0.7196856730011519,-1.3980725,0.985689,2.653045,1.000792,2.582635
0.7722449945836258,-1.318904,0.98084,2.424757,0.981725,2.471606
0.8286427728546845,-1.340324,0.985108,2.580481,0.971994,2.379044
0.889159333916464,-1.105767,0.962094,2.071924,0.971081,2.088513
0.9540954763499939,-0.96743,0.960278,1.873566,0.956559,1.874523
1.0237739663395848,-0.9080065,0.955158,1.756806,0.955318,1.828831
1.0985411419875584,-0.836343,0.94392,1.693664,0.95326,1.693745
1.1787686347935873,-0.540734,0.934613,1.359852,0.930018,1.352651
1.2648552168552958,-0.3319245,0.919374,1.158125,0.924129,1.162272
1.3572287829716538,-0.293352,0.920004,1.122674,0.909687,1.119549
1.4563484775012436,-0.252692,0.923642,1.097668,0.920771,1.099816
1.5627069765469948,-0.220958,0.924602,1.085042,0.933606,1.080692
1.6768329368110082,-0.2153165,0.932342,1.071949,0.911373,1.068392
1.7992936232915524,-0.243667,0.892787,1.061441,0.906858,1.069285
1.9306977288832496,-0.2767015,0.880292,1.058392,0.86042,1.050223
2.0716983998953076,-0.3285755,0.836803,1.047977,0.838367,1.05567
2.2229964825261943,-0.3940275,0.811043,1.042002,0.771856,1.037385
2.385344006431419,-0.4427745,0.764303,1.040534,0.773051,1.049046
2.5595479226995357,-0.4943455,0.735343,1.041969,0.747333,1.046586
2.746474114816052,-0.545524,0.714982,1.040544,0.711209,1.041046
2.9470517025518097,-0.6113645,0.662898,1.025259,0.682711,1.030216
3.1622776601683795,-0.5660715,0.704056,1.028399,0.68271,1.02445
3.393221771895328,-0.67426,0.637272,1.012638,0.631684,1.012316
3.6410319493106753,-0.745657,0.606786,1.006743,0.593909,1.006391
3.906939937054617,-0.8362815,0.546602,1.003628,0.578417,1.004226
4.192267435236916,-0.9033055,0.521714,1.002661,0.550988,1.002916
4.498432668969446,-1.0446825,0.490908,1.002153,0.480705,1.002089
4.826957437677871,-1.1314295,0.451603,1.001756,0.463012,1.001789
5.17947467923121,-1.203241,0.441292,1.00156,0.428736,1.001528
5.557736586486878,-1.325961,0.4007,1.001356,0.398153,1.001357
5.963623316594643,-1.424815,0.366921,1.001209,0.379018,1.001225
6.399152336349263,-1.5061515,0.346204,1.001111,0.358792,1.00112
6.8664884500430015,-1.6415125,0.324986,1.001028,0.316764,1.001022
7.367954559661629,-1.6566665,0.305543,1.000951,0.329872,1.000963
7.906043210907698,-1.78225,0.285008,1.00088,0.29709,1.000885
8.48342898244072,-1.9395805,0.264332,1.000819,0.257523,1.000815
9.102981779915218,-2.018363,0.242727,1.000758,0.251401,1.000763
9.767781100894888,-2.071923,0.237913,1.00071,0.238109,1.00071
10.481131341546853,-2.2209155,0.213807,1.000658,0.215488,1.000658
11.246578221198195,-2.2557325,0.20711,1.000613,0.211956,1.000615
12.067926406393289,-2.491046,0.174616,1.000565,0.181405,1.000568
12.949258422052617,-2.567372,0.169121,1.000527,0.16848,1.000527
13.894954943731374,-2.6047475,0.163341,1.000491,0.165621,1.000492
14.909716571840645,-2.6684905,0.157834,1.000459,0.156894,1.000458
15.998587196060573,-2.807784,0.141986,1.000426,0.143771,1.000426
17.166979066078603,-2.9269715,0.13158,1.000396,0.131505,1.000396
18.420699693267164,-3.004046,0.121675,1.000369,0.127792,1.00037
19.765980717016326,-3.1589635,0.112433,1.000343,0.111563,1.000343
21.209508879201906,-3.2587195,0.103475,1.000319,0.105559,1.000319
22.758459260747887,-3.31501,0.098468,1.000297,0.102596,1.000298
24.420530945486497,-3.4240655,0.092868,1.000277,0.093515,1.000277
26.20398528858349,-3.56917,0.083888,1.000257,0.084658,1.000257
28.11768697974231,-3.6216915,0.077737,1.000239,0.084938,1.00024
30.171148105292925,-3.7219435,0.075195,1.000223,0.076414,1.000223
32.374575428176435,-3.8422435,0.068734,1.000208,0.070753,1.000208
34.73892112083116,-3.8721655,0.067233,1.000193,0.069392,1.000194
37.27593720314938,-4.04793,0.060489,1.00018,0.060448,1.00018
39.99823395608933,-4.143243,0.056892,1.000167,0.056313,1.000167
42.91934260128778,-4.33556,0.049937,1.000156,0.049141,1.000156
46.05378255822412,-4.318426,0.051015,1.000145,0.049258,1.000145
49.417133613238335,-4.4263575,0.047733,1.000135,0.045328,1.000135
53.02611335911987,-4.5242415,0.043555,1.000126,0.043371,1.000126
56.89866029018293,-4.703886,0.038231,1.000118,0.038518,1.000118
61.054022965853264,-4.777227,0.036624,1.00011,0.036321,1.000109
65.51285568595509,-4.833334,0.035292,1.000102,0.03487,1.000102
70.29732115325469,-4.960863,0.032459,1.000095,0.03177,1.000095
75.43120063354615,-5.0562105,0.029655,1.000089,0.030467,1.000089
80.94001216083124,-5.220377,0.026447,1.000082,0.027209,1.000083
86.85113737513521,-5.2647045,0.025699,1.000077,0.026332,1.000077
93.19395762340775,-5.3404575,0.025236,1.000072,0.024141,1.000072
100.0,-5.510706,0.0215,1.000067,0.022379,1.000067
